# Fractal dim =  1.000 
#           N     G/NpiR0^2            GC    Okuzumi+09     Paszun+09 
 1.890397e+06  7.252658e-01  1.000000e+00  4.904162e-01  3.846567e-01 
 1.998026e+06  7.252616e-01  1.000000e+00  4.894497e-01  3.835066e-01 
 2.111783e+06  7.252574e-01  1.000000e+00  4.884912e-01  3.823599e-01 
 2.232016e+06  7.252534e-01  1.000000e+00  4.875407e-01  3.812166e-01 
 2.359095e+06  7.252495e-01  1.000000e+00  4.865980e-01  3.800768e-01 
 2.493409e+06  7.252457e-01  1.000000e+00  4.856632e-01  3.789403e-01 
 2.635371e+06  7.252421e-01  1.000000e+00  4.847361e-01  3.778073e-01 
 2.785414e+06  7.252385e-01  1.000000e+00  4.838166e-01  3.766776e-01 
 2.944000e+06  7.252351e-01  1.000000e+00  4.829047e-01  3.755513e-01 
 3.111616e+06  7.252317e-01  1.000000e+00  4.820004e-01  3.744284e-01 
 3.288774e+06  7.252284e-01  1.000000e+00  4.811035e-01  3.733089e-01 
 3.476019e+06  7.252253e-01  1.000000e+00  4.802139e-01  3.721927e-01 
 3.673925e+06  7.252222e-01  1.000000e+00  4.793316e-01  3.710798e-01 
 3.883098e+06  7.252192e-01  1.000000e+00  4.784566e-01  3.699702e-01 
 4.104181e+06  7.252163e-01  1.000000e+00  4.775887e-01  3.688640e-01 
 4.337850e+06  7.252135e-01  1.000000e+00  4.767280e-01  3.677611e-01 
 4.584824e+06  7.252108e-01  1.000000e+00  4.758742e-01  3.666615e-01 
 4.845859e+06  7.252082e-01  1.000000e+00  4.750275e-01  3.655651e-01 
 5.121755e+06  7.252056e-01  1.000000e+00  4.741876e-01  3.644721e-01 
 5.413360e+06  7.252031e-01  1.000000e+00  4.733546e-01  3.633823e-01 
 5.721568e+06  7.252007e-01  1.000000e+00  4.725283e-01  3.622958e-01 
 6.047322e+06  7.251983e-01  1.000000e+00  4.717087e-01  3.612125e-01 
 6.391624e+06  7.251961e-01  1.000000e+00  4.708958e-01  3.601325e-01 
 6.755528e+06  7.251938e-01  1.000000e+00  4.700895e-01  3.590556e-01 
 7.140151e+06  7.251917e-01  1.000000e+00  4.692897e-01  3.579821e-01 
 7.546673e+06  7.251896e-01  1.000000e+00  4.684963e-01  3.569117e-01 
 7.976339e+06  7.251876e-01  1.000000e+00  4.677094e-01  3.558445e-01 
 8.430468e+06  7.251856e-01  1.000000e+00  4.669288e-01  3.547805e-01 
 8.910453e+06  7.251837e-01  1.000000e+00  4.661545e-01  3.537197e-01 
 9.417766e+06  7.251819e-01  1.000000e+00  4.653864e-01  3.526621e-01 
 9.953962e+06  7.251801e-01  1.000000e+00  4.646245e-01  3.516076e-01 
 1.052069e+07  7.251783e-01  1.000000e+00  4.638687e-01  3.505563e-01 
 1.111968e+07  7.251766e-01  1.000000e+00  4.631190e-01  3.495081e-01 
 1.175277e+07  7.251750e-01  1.000000e+00  4.623752e-01  3.484630e-01 
 1.242191e+07  7.251734e-01  1.000000e+00  4.616374e-01  3.474211e-01 
 1.312915e+07  7.251718e-01  1.000000e+00  4.609055e-01  3.463823e-01 
 1.387665e+07  7.251703e-01  1.000000e+00  4.601795e-01  3.453466e-01 
 1.466671e+07  7.251689e-01  1.000000e+00  4.594592e-01  3.443140e-01 
 1.550175e+07  7.251675e-01  1.000000e+00  4.587446e-01  3.432845e-01 
 1.638434e+07  7.251661e-01  1.000000e+00  4.580358e-01  3.422581e-01 
 1.731717e+07  7.251647e-01  1.000000e+00  4.573325e-01  3.412347e-01 
 1.830312e+07  7.251634e-01  1.000000e+00  4.566349e-01  3.402144e-01 
 1.934520e+07  7.251622e-01  1.000000e+00  4.559427e-01  3.391972e-01 
 2.044661e+07  7.251610e-01  1.000000e+00  4.552561e-01  3.381829e-01 
 2.161073e+07  7.251598e-01  1.000000e+00  4.545748e-01  3.371718e-01 
 2.284112e+07  7.251586e-01  1.000000e+00  4.538990e-01  3.361636e-01 
 2.414157e+07  7.251575e-01  1.000000e+00  4.532285e-01  3.351585e-01 
 2.551606e+07  7.251564e-01  1.000000e+00  4.525632e-01  3.341563e-01 
 2.696881e+07  7.251554e-01  1.000000e+00  4.519032e-01  3.331572e-01 
 2.850426e+07  7.251543e-01  1.000000e+00  4.512484e-01  3.321610e-01 
 3.012714e+07  7.251534e-01  1.000000e+00  4.505987e-01  3.311679e-01 
 3.184242e+07  7.251524e-01  1.000000e+00  4.499541e-01  3.301777e-01 
 3.365535e+07  7.251515e-01  1.000000e+00  4.493146e-01  3.291904e-01 
 3.557150e+07  7.251505e-01  1.000000e+00  4.486800e-01  3.282061e-01 
 3.759675e+07  7.251497e-01  1.000000e+00  4.480504e-01  3.272248e-01 
 3.973730e+07  7.251488e-01  1.000000e+00  4.474258e-01  3.262464e-01 
 4.199973e+07  7.251480e-01  1.000000e+00  4.468060e-01  3.252709e-01 
 4.439097e+07  7.251472e-01  1.000000e+00  4.461910e-01  3.242983e-01 
 4.691835e+07  7.251464e-01  1.000000e+00  4.455808e-01  3.233286e-01 
 4.958962e+07  7.251456e-01  1.000000e+00  4.449753e-01  3.223619e-01 
 5.241298e+07  7.251449e-01  1.000000e+00  4.443746e-01  3.213980e-01 
 5.539709e+07  7.251442e-01  1.000000e+00  4.437785e-01  3.204370e-01 
 5.855110e+07  7.251435e-01  1.000000e+00  4.431870e-01  3.194789e-01 
 6.188468e+07  7.251428e-01  1.000000e+00  4.426001e-01  3.185236e-01 
 6.540806e+07  7.251421e-01  1.000000e+00  4.420177e-01  3.175712e-01 
 6.913204e+07  7.251415e-01  1.000000e+00  4.414398e-01  3.166217e-01 
 7.306804e+07  7.251409e-01  1.000000e+00  4.408664e-01  3.156750e-01 
 7.722814e+07  7.251403e-01  1.000000e+00  4.402974e-01  3.147311e-01 
 8.162509e+07  7.251397e-01  1.000000e+00  4.397328e-01  3.137900e-01 
 8.627237e+07  7.251391e-01  1.000000e+00  4.391725e-01  3.128518e-01 
 9.118425e+07  7.251386e-01  1.000000e+00  4.386165e-01  3.119163e-01 
 9.637579e+07  7.251380e-01  1.000000e+00  4.380647e-01  3.109837e-01 
 1.018629e+08  7.251375e-01  1.000000e+00  4.375172e-01  3.100538e-01 
 1.076624e+08  7.251370e-01  1.000000e+00  4.369739e-01  3.091268e-01 
 1.137921e+08  7.251365e-01  1.000000e+00  4.364347e-01  3.082025e-01 
 1.202708e+08  7.251360e-01  1.000000e+00  4.358997e-01  3.072809e-01 
 1.271184e+08  7.251356e-01  1.000000e+00  4.353687e-01  3.063621e-01 
 1.343558e+08  7.251351e-01  1.000000e+00  4.348418e-01  3.054461e-01 
 1.420053e+08  7.251347e-01  1.000000e+00  4.343188e-01  3.045328e-01 
 1.500903e+08  7.251343e-01  1.000000e+00  4.337999e-01  3.036222e-01 
 1.586357e+08  7.251339e-01  1.000000e+00  4.332848e-01  3.027144e-01 
 1.676675e+08  7.251335e-01  1.000000e+00  4.327737e-01  3.018093e-01 
 1.772136e+08  7.251331e-01  1.000000e+00  4.322665e-01  3.009069e-01 
 1.873032e+08  7.251327e-01  1.000000e+00  4.317631e-01  3.000071e-01 
 1.979672e+08  7.251323e-01  1.000000e+00  4.312635e-01  2.991101e-01 
 2.092383e+08  7.251320e-01  1.000000e+00  4.307676e-01  2.982157e-01 
 2.211512e+08  7.251316e-01  1.000000e+00  4.302756e-01  2.973241e-01 
 2.337424e+08  7.251313e-01  1.000000e+00  4.297872e-01  2.964351e-01 
 2.470504e+08  7.251310e-01  1.000000e+00  4.293025e-01  2.955487e-01 
 2.611161e+08  7.251307e-01  1.000000e+00  4.288214e-01  2.946650e-01 
 2.759826e+08  7.251304e-01  1.000000e+00  4.283439e-01  2.937839e-01 
 2.916956e+08  7.251301e-01  1.000000e+00  4.278700e-01  2.929055e-01 
 3.083031e+08  7.251298e-01  1.000000e+00  4.273997e-01  2.920297e-01 
 3.258562e+08  7.251295e-01  1.000000e+00  4.269329e-01  2.911565e-01 
 3.444087e+08  7.251292e-01  1.000000e+00  4.264696e-01  2.902860e-01 
 3.640175e+08  7.251289e-01  1.000000e+00  4.260097e-01  2.894180e-01 
 3.847427e+08  7.251287e-01  1.000000e+00  4.255533e-01  2.885526e-01 
 4.066478e+08  7.251284e-01  1.000000e+00  4.251003e-01  2.876898e-01 
 4.298001e+08  7.251282e-01  1.000000e+00  4.246506e-01  2.868296e-01 
 4.542706e+08  7.251280e-01  1.000000e+00  4.242043e-01  2.859720e-01 
 4.801343e+08  7.251277e-01  1.000000e+00  4.237613e-01  2.851169e-01 
 5.074705e+08  7.251275e-01  1.000000e+00  4.233216e-01  2.842644e-01 
 5.363631e+08  7.251273e-01  1.000000e+00  4.228851e-01  2.834145e-01 
 5.669007e+08  7.251271e-01  1.000000e+00  4.224519e-01  2.825670e-01 
 5.991770e+08  7.251269e-01  1.000000e+00  4.220219e-01  2.817222e-01 
 6.332908e+08  7.251267e-01  1.000000e+00  4.215950e-01  2.808798e-01 
 6.693470e+08  7.251265e-01  1.000000e+00  4.211713e-01  2.800400e-01 
 7.074559e+08  7.251263e-01  1.000000e+00  4.207507e-01  2.792026e-01 
 7.477346e+08  7.251261e-01  1.000000e+00  4.203333e-01  2.783678e-01 
 7.903066e+08  7.251259e-01  1.000000e+00  4.199189e-01  2.775355e-01 
 8.353023e+08  7.251258e-01  1.000000e+00  4.195075e-01  2.767056e-01 
 8.828599e+08  7.251256e-01  1.000000e+00  4.190992e-01  2.758783e-01 
 9.331251e+08  7.251254e-01  1.000000e+00  4.186938e-01  2.750534e-01 
 9.862522e+08  7.251253e-01  1.000000e+00  4.182914e-01  2.742310e-01 
 1.042404e+09  7.251251e-01  1.000000e+00  4.178920e-01  2.734110e-01 
 1.101753e+09  7.251250e-01  1.000000e+00  4.174955e-01  2.725935e-01 
 1.164481e+09  7.251248e-01  1.000000e+00  4.171019e-01  2.717784e-01 
 1.230780e+09  7.251247e-01  1.000000e+00  4.167111e-01  2.709658e-01 
 1.300854e+09  7.251245e-01  1.000000e+00  4.163232e-01  2.701556e-01 
 1.374917e+09  7.251244e-01  1.000000e+00  4.159381e-01  2.693478e-01 
 1.453198e+09  7.251243e-01  1.000000e+00  4.155559e-01  2.685425e-01 
 1.535935e+09  7.251241e-01  1.000000e+00  4.151764e-01  2.677395e-01 
 1.623382e+09  7.251240e-01  1.000000e+00  4.147996e-01  2.669390e-01 
 1.715809e+09  7.251239e-01  1.000000e+00  4.144256e-01  2.661408e-01 
 1.813498e+09  7.251238e-01  1.000000e+00  4.140543e-01  2.653450e-01 
 1.916748e+09  7.251237e-01  1.000000e+00  4.136856e-01  2.645516e-01 
 2.025878e+09  7.251236e-01  1.000000e+00  4.133197e-01  2.637606e-01 
 2.141220e+09  7.251234e-01  1.000000e+00  4.129564e-01  2.629720e-01 
 2.263130e+09  7.251233e-01  1.000000e+00  4.125957e-01  2.621857e-01 
 2.391980e+09  7.251232e-01  1.000000e+00  4.122375e-01  2.614017e-01 
 2.528166e+09  7.251231e-01  1.000000e+00  4.118820e-01  2.606201e-01 
 2.672106e+09  7.251230e-01  1.000000e+00  4.115290e-01  2.598408e-01 
 2.824241e+09  7.251230e-01  1.000000e+00  4.111786e-01  2.590639e-01 
 2.985038e+09  7.251229e-01  1.000000e+00  4.108307e-01  2.582893e-01 
 3.154990e+09  7.251228e-01  1.000000e+00  4.104852e-01  2.575170e-01 
 3.334618e+09  7.251227e-01  1.000000e+00  4.101423e-01  2.567470e-01 
 3.524473e+09  7.251226e-01  1.000000e+00  4.098018e-01  2.559793e-01 
 3.725137e+09  7.251225e-01  1.000000e+00  4.094637e-01  2.552139e-01 
 3.937226e+09  7.251224e-01  1.000000e+00  4.091280e-01  2.544508e-01 
 4.161391e+09  7.251224e-01  1.000000e+00  4.087947e-01  2.536900e-01 
 4.398317e+09  7.251223e-01  1.000000e+00  4.084638e-01  2.529315e-01 
 4.648734e+09  7.251222e-01  1.000000e+00  4.081353e-01  2.521752e-01 
 4.913407e+09  7.251221e-01  1.000000e+00  4.078091e-01  2.514212e-01 
 5.193150e+09  7.251221e-01  1.000000e+00  4.074852e-01  2.506694e-01 
 5.488820e+09  7.251220e-01  1.000000e+00  4.071636e-01  2.499199e-01 
 5.801323e+09  7.251219e-01  1.000000e+00  4.068443e-01  2.491727e-01 
 6.131619e+09  7.251219e-01  1.000000e+00  4.065272e-01  2.484276e-01 
 6.480720e+09  7.251218e-01  1.000000e+00  4.062124e-01  2.476848e-01 
 6.849697e+09  7.251217e-01  1.000000e+00  4.058998e-01  2.469442e-01 
 7.239681e+09  7.251217e-01  1.000000e+00  4.055894e-01  2.462059e-01 
 7.651869e+09  7.251216e-01  1.000000e+00  4.052812e-01  2.454697e-01 
 8.087525e+09  7.251216e-01  1.000000e+00  4.049751e-01  2.447357e-01 
 8.547985e+09  7.251215e-01  1.000000e+00  4.046712e-01  2.440040e-01 
 9.034660e+09  7.251215e-01  1.000000e+00  4.043695e-01  2.432744e-01 
 9.549045e+09  7.251214e-01  1.000000e+00  4.040698e-01  2.425470e-01 
 1.009272e+10  7.251213e-01  1.000000e+00  4.037723e-01  2.418217e-01 
 1.066734e+10  7.251213e-01  1.000000e+00  4.034768e-01  2.410987e-01 
 1.127468e+10  7.251212e-01  1.000000e+00  4.031834e-01  2.403778e-01 
 1.191660e+10  7.251212e-01  1.000000e+00  4.028921e-01  2.396591e-01 
 1.259506e+10  7.251212e-01  1.000000e+00  4.026028e-01  2.389425e-01 
 1.331216e+10  7.251211e-01  1.000000e+00  4.023155e-01  2.382280e-01 
 1.407008e+10  7.251211e-01  1.000000e+00  4.020302e-01  2.375157e-01 
 1.487115e+10  7.251210e-01  1.000000e+00  4.017469e-01  2.368055e-01 
 1.571784e+10  7.251210e-01  1.000000e+00  4.014656e-01  2.360975e-01 
 1.661273e+10  7.251209e-01  1.000000e+00  4.011862e-01  2.353915e-01 
 1.755856e+10  7.251209e-01  1.000000e+00  4.009088e-01  2.346877e-01 
 1.855825e+10  7.251209e-01  1.000000e+00  4.006332e-01  2.339860e-01 
 1.961486e+10  7.251208e-01  1.000000e+00  4.003596e-01  2.332863e-01 
 2.073162e+10  7.251208e-01  1.000000e+00  4.000879e-01  2.325888e-01 
 2.191197e+10  7.251207e-01  1.000000e+00  3.998181e-01  2.318934e-01 
 2.315951e+10  7.251207e-01  1.000000e+00  3.995501e-01  2.312000e-01 
 2.447809e+10  7.251207e-01  1.000000e+00  3.992840e-01  2.305087e-01 
 2.587174e+10  7.251206e-01  1.000000e+00  3.990197e-01  2.298195e-01 
 2.734474e+10  7.251206e-01  1.000000e+00  3.987572e-01  2.291323e-01 
 2.890160e+10  7.251206e-01  1.000000e+00  3.984965e-01  2.284472e-01 
 3.054710e+10  7.251205e-01  1.000000e+00  3.982376e-01  2.277641e-01 
 3.228628e+10  7.251205e-01  1.000000e+00  3.979805e-01  2.270831e-01 
 3.412449e+10  7.251205e-01  1.000000e+00  3.977251e-01  2.264041e-01 
 3.606735e+10  7.251204e-01  1.000000e+00  3.974715e-01  2.257271e-01 
 3.812083e+10  7.251204e-01  1.000000e+00  3.972196e-01  2.250522e-01 
 4.029122e+10  7.251204e-01  1.000000e+00  3.969695e-01  2.243793e-01 
 4.258518e+10  7.251203e-01  1.000000e+00  3.967210e-01  2.237084e-01 
 4.500975e+10  7.251203e-01  1.000000e+00  3.964743e-01  2.230395e-01 
 4.757236e+10  7.251203e-01  1.000000e+00  3.962292e-01  2.223726e-01 
 5.028087e+10  7.251203e-01  1.000000e+00  3.959858e-01  2.217077e-01 
 5.314359e+10  7.251202e-01  1.000000e+00  3.957440e-01  2.210448e-01 
 5.616930e+10  7.251202e-01  1.000000e+00  3.955039e-01  2.203838e-01 
 5.936727e+10  7.251202e-01  1.000000e+00  3.952654e-01  2.197249e-01 
 6.274732e+10  7.251202e-01  1.000000e+00  3.950286e-01  2.190679e-01 
 6.631981e+10  7.251201e-01  1.000000e+00  3.947933e-01  2.184129e-01 
 7.009570e+10  7.251201e-01  1.000000e+00  3.945596e-01  2.177598e-01 
 7.408657e+10  7.251201e-01  1.000000e+00  3.943275e-01  2.171087e-01 
 7.830465e+10  7.251201e-01  1.000000e+00  3.940970e-01  2.164595e-01 
 8.276289e+10  7.251200e-01  1.000000e+00  3.938680e-01  2.158123e-01 
 8.747496e+10  7.251200e-01  1.000000e+00  3.936406e-01  2.151670e-01 
 9.245531e+10  7.251200e-01  1.000000e+00  3.934146e-01  2.145237e-01 
 9.771921e+10  7.251200e-01  1.000000e+00  3.931902e-01  2.138822e-01 
 1.032828e+11  7.251199e-01  1.000000e+00  3.929674e-01  2.132427e-01 
 1.091632e+11  7.251199e-01  1.000000e+00  3.927460e-01  2.126051e-01 
 1.153783e+11  7.251199e-01  1.000000e+00  3.925260e-01  2.119694e-01 
 1.219473e+11  7.251199e-01  1.000000e+00  3.923076e-01  2.113356e-01 
 1.288904e+11  7.251199e-01  1.000000e+00  3.920906e-01  2.107037e-01 
 1.362287e+11  7.251198e-01  1.000000e+00  3.918751e-01  2.100737e-01 
 1.439848e+11  7.251198e-01  1.000000e+00  3.916610e-01  2.094456e-01 
 1.521825e+11  7.251198e-01  1.000000e+00  3.914483e-01  2.088193e-01 
 1.608469e+11  7.251198e-01  1.000000e+00  3.912370e-01  2.081950e-01 
 1.700047e+11  7.251198e-01  1.000000e+00  3.910272e-01  2.075724e-01 
 1.796838e+11  7.251197e-01  1.000000e+00  3.908187e-01  2.069518e-01 
 1.899141e+11  7.251197e-01  1.000000e+00  3.906116e-01  2.063330e-01 
 2.007267e+11  7.251197e-01  1.000000e+00  3.904059e-01  2.057161e-01 
 2.121550e+11  7.251197e-01  1.000000e+00  3.902016e-01  2.051010e-01 
 2.242340e+11  7.251197e-01  1.000000e+00  3.899986e-01  2.044877e-01 
 2.370006e+11  7.251196e-01  1.000000e+00  3.897969e-01  2.038763e-01 
 2.504942e+11  7.251196e-01  1.000000e+00  3.895966e-01  2.032667e-01 
 2.647559e+11  7.251196e-01  1.000000e+00  3.893976e-01  2.026589e-01 
 2.798297e+11  7.251196e-01  1.000000e+00  3.891999e-01  2.020529e-01 
 2.957617e+11  7.251196e-01  1.000000e+00  3.890035e-01  2.014488e-01 
 3.126007e+11  7.251196e-01  1.000000e+00  3.888083e-01  2.008464e-01 
 3.303985e+11  7.251195e-01  1.000000e+00  3.886145e-01  2.002459e-01 
 3.492096e+11  7.251195e-01  1.000000e+00  3.884220e-01  1.996472e-01 
 3.690917e+11  7.251195e-01  1.000000e+00  3.882307e-01  1.990502e-01 
 3.901058e+11  7.251195e-01  1.000000e+00  3.880406e-01  1.984550e-01 
 4.123163e+11  7.251195e-01  1.000000e+00  3.878518e-01  1.978617e-01 
 4.357913e+11  7.251195e-01  1.000000e+00  3.876642e-01  1.972700e-01 
 4.606029e+11  7.251194e-01  1.000000e+00  3.874779e-01  1.966802e-01 
 4.868271e+11  7.251194e-01  1.000000e+00  3.872927e-01  1.960921e-01 
 5.145444e+11  7.251194e-01  1.000000e+00  3.871088e-01  1.955058e-01 
 5.438397e+11  7.251194e-01  1.000000e+00  3.869261e-01  1.949212e-01 
 5.748030e+11  7.251194e-01  1.000000e+00  3.867445e-01  1.943384e-01 
 6.075292e+11  7.251194e-01  1.000000e+00  3.865641e-01  1.937573e-01 
 6.421186e+11  7.251194e-01  1.000000e+00  3.863849e-01  1.931780e-01 
 6.786773e+11  7.251193e-01  1.000000e+00  3.862069e-01  1.926004e-01 
 7.173175e+11  7.251193e-01  1.000000e+00  3.860300e-01  1.920245e-01 
 7.581576e+11  7.251193e-01  1.000000e+00  3.858542e-01  1.914503e-01 
 8.013230e+11  7.251193e-01  1.000000e+00  3.856796e-01  1.908779e-01 
 8.469460e+11  7.251193e-01  1.000000e+00  3.855061e-01  1.903071e-01 
 8.951665e+11  7.251193e-01  1.000000e+00  3.853337e-01  1.897381e-01 
 9.461324e+11  7.251193e-01  1.000000e+00  3.851625e-01  1.891708e-01 
 1.000000e+12  7.251192e-01  1.000000e+00  3.849923e-01  1.886052e-01 

# Fractal dim =  1.400 
#           N     G/NpiR0^2            GC    Okuzumi+09     Paszun+09 
 1.000000e+00  9.957378e-01  9.844442e-01  7.169524e-01  8.492587e-01 
 1.056935e+00  9.911811e-01  1.000000e+00  7.260019e-01  8.462511e-01 
 1.117111e+00  9.865809e-01  1.000000e+00  7.349365e-01  8.432542e-01 
 1.180713e+00  9.819382e-01  1.000000e+00  7.437460e-01  8.402679e-01 
 1.247936e+00  9.772542e-01  1.000000e+00  7.524201e-01  8.372921e-01 
 1.318987e+00  9.725299e-01  1.000000e+00  7.609487e-01  8.343269e-01 
 1.394083e+00  9.677665e-01  1.000000e+00  7.693217e-01  8.313723e-01 
 1.473454e+00  9.629652e-01  1.000000e+00  7.775289e-01  8.284280e-01 
 1.557345e+00  9.581269e-01  1.000000e+00  7.855606e-01  8.254942e-01 
 1.646012e+00  9.532529e-01  1.000000e+00  7.934068e-01  8.225708e-01 
 1.739726e+00  9.483442e-01  1.000000e+00  8.010581e-01  8.196578e-01 
 1.838777e+00  9.434019e-01  1.000000e+00  8.085050e-01  8.167550e-01 
 1.943467e+00  9.384270e-01  1.000000e+00  8.157385e-01  8.138625e-01 
 2.054117e+00  9.334208e-01  1.000000e+00  8.227496e-01  8.109803e-01 
 2.171068e+00  9.283842e-01  1.000000e+00  8.295299e-01  8.081083e-01 
 2.294676e+00  9.233184e-01  1.000000e+00  8.360711e-01  8.052465e-01 
 2.425323e+00  9.182243e-01  1.000000e+00  8.423653e-01  8.023948e-01 
 2.563407e+00  9.131031e-01  1.000000e+00  8.484052e-01  7.995532e-01 
 2.709354e+00  9.079558e-01  1.000000e+00  8.541836e-01  7.967216e-01 
 2.863610e+00  9.027834e-01  1.000000e+00  8.596940e-01  7.939001e-01 
 3.026648e+00  8.975869e-01  1.000000e+00  8.649301e-01  7.910886e-01 
 3.198969e+00  8.923675e-01  1.000000e+00  8.698864e-01  7.882870e-01 
 3.381101e+00  8.871261e-01  1.000000e+00  8.745577e-01  7.854954e-01 
 3.573602e+00  8.818637e-01  1.000000e+00  8.789393e-01  7.827136e-01 
 3.777064e+00  8.765813e-01  1.000000e+00  8.830270e-01  7.799417e-01 
 3.992109e+00  8.712799e-01  1.000000e+00  8.868173e-01  7.771796e-01 
 4.219398e+00  8.659605e-01  1.000000e+00  8.903072e-01  7.744273e-01 
 4.459628e+00  8.606242e-01  1.000000e+00  8.934941e-01  7.716847e-01 
 4.713535e+00  8.552717e-01  1.000000e+00  8.963761e-01  7.689519e-01 
 4.981898e+00  8.499042e-01  1.000000e+00  8.989518e-01  7.662287e-01 
 5.265540e+00  8.445225e-01  1.000000e+00  9.012204e-01  7.635152e-01 
 5.565331e+00  8.391276e-01  1.000000e+00  9.031815e-01  7.608113e-01 
 5.882190e+00  8.337204e-01  1.000000e+00  9.048355e-01  7.581169e-01 
 6.217090e+00  8.283019e-01  1.000000e+00  9.061831e-01  7.554321e-01 
 6.571058e+00  8.228729e-01  1.000000e+00  9.072257e-01  7.527568e-01 
 6.945178e+00  8.177823e-01  1.000000e+00  9.079651e-01  7.500910e-01 
 7.340598e+00  8.152949e-01  1.000000e+00  9.084035e-01  7.474346e-01 
 7.758532e+00  8.128146e-01  1.000000e+00  9.085439e-01  7.447877e-01 
 8.200261e+00  8.103445e-01  1.000000e+00  9.083895e-01  7.421501e-01 
 8.667139e+00  8.078876e-01  1.000000e+00  9.079440e-01  7.395218e-01 
 9.160598e+00  8.054468e-01  1.000000e+00  9.072115e-01  7.369029e-01 
 9.682153e+00  8.030246e-01  1.000000e+00  9.061966e-01  7.342932e-01 
 1.023340e+01  8.006233e-01  1.000000e+00  9.049042e-01  7.316927e-01 
 1.081604e+01  7.982451e-01  1.000000e+00  9.033395e-01  7.291015e-01 
 1.143184e+01  7.958919e-01  1.000000e+00  9.015082e-01  7.265195e-01 
 1.208271e+01  7.935655e-01  1.000000e+00  8.994161e-01  7.239466e-01 
 1.277063e+01  7.912674e-01  1.000000e+00  8.970695e-01  7.213828e-01 
 1.349772e+01  7.889990e-01  1.000000e+00  8.944746e-01  7.188281e-01 
 1.426621e+01  7.867616e-01  1.000000e+00  8.916383e-01  7.162824e-01 
 1.507845e+01  7.845562e-01  1.000000e+00  8.885674e-01  7.137458e-01 
 1.593694e+01  7.823838e-01  1.000000e+00  8.852688e-01  7.112181e-01 
 1.684430e+01  7.802451e-01  1.000000e+00  8.898081e-01  7.086994e-01 
 1.780332e+01  7.781409e-01  1.000000e+00  8.898993e-01  7.061896e-01 
 1.881694e+01  7.760717e-01  1.000000e+00  8.898610e-01  7.036887e-01 
 1.988828e+01  7.740379e-01  1.000000e+00  8.896964e-01  7.011966e-01 
 2.102061e+01  7.720399e-01  1.000000e+00  8.894087e-01  6.987134e-01 
 2.221741e+01  7.700779e-01  1.000000e+00  8.890014e-01  6.962390e-01 
 2.348235e+01  7.681520e-01  1.000000e+00  8.884776e-01  6.937733e-01 
 2.481930e+01  7.662624e-01  1.000000e+00  8.878407e-01  6.913164e-01 
 2.623238e+01  7.644090e-01  1.000000e+00  8.870940e-01  6.888681e-01 
 2.772591e+01  7.625917e-01  1.000000e+00  8.862409e-01  6.864286e-01 
 2.930447e+01  7.608105e-01  1.000000e+00  8.852848e-01  6.839977e-01 
 3.097291e+01  7.590652e-01  1.000000e+00  8.842288e-01  6.815753e-01 
 3.273634e+01  7.573555e-01  1.000000e+00  8.830763e-01  6.791616e-01 
 3.460016e+01  7.556812e-01  1.000000e+00  8.818306e-01  6.767564e-01 
 3.657011e+01  7.540419e-01  1.000000e+00  8.804950e-01  6.743598e-01 
 3.865221e+01  7.524373e-01  1.000000e+00  8.790725e-01  6.719716e-01 
 4.085286e+01  7.508669e-01  1.000000e+00  8.775665e-01  6.695918e-01 
 4.317880e+01  7.493305e-01  1.000000e+00  8.759800e-01  6.672205e-01 
 4.563716e+01  7.478275e-01  1.000000e+00  8.743162e-01  6.648576e-01 
 4.823549e+01  7.463575e-01  1.000000e+00  8.725782e-01  6.625031e-01 
 5.098176e+01  7.449200e-01  1.000000e+00  8.707688e-01  6.601569e-01 
 5.388438e+01  7.435145e-01  1.000000e+00  8.688912e-01  6.578190e-01 
 5.695227e+01  7.421406e-01  1.000000e+00  8.669481e-01  6.554894e-01 
 6.019482e+01  7.407976e-01  1.000000e+00  8.649426e-01  6.531681e-01 
 6.362198e+01  7.394851e-01  1.000000e+00  8.628772e-01  6.508549e-01 
 6.724427e+01  7.382025e-01  1.000000e+00  8.607549e-01  6.485500e-01 
 7.107280e+01  7.369493e-01  1.000000e+00  8.585783e-01  6.462532e-01 
 7.511929e+01  7.357249e-01  1.000000e+00  8.563500e-01  6.439646e-01 
 7.939618e+01  7.345288e-01  1.000000e+00  8.540726e-01  6.416840e-01 
 8.391656e+01  7.333605e-01  1.000000e+00  8.517486e-01  6.394116e-01 
 8.869432e+01  7.322194e-01  1.000000e+00  8.493805e-01  6.371471e-01 
 9.374409e+01  7.311049e-01  1.000000e+00  8.469706e-01  6.348907e-01 
 9.908137e+01  7.300166e-01  1.000000e+00  8.445212e-01  6.326423e-01 
 1.047225e+02  7.289538e-01  1.000000e+00  8.420346e-01  6.304019e-01 
 1.106848e+02  7.279161e-01  1.000000e+00  8.395131e-01  6.281694e-01 
 1.169866e+02  7.269029e-01  1.000000e+00  8.369587e-01  6.259448e-01 
 1.236472e+02  7.259136e-01  1.000000e+00  8.343736e-01  6.237281e-01 
 1.306870e+02  7.249479e-01  1.000000e+00  8.317597e-01  6.215192e-01 
 1.381276e+02  7.240050e-01  1.000000e+00  8.291190e-01  6.193181e-01 
 1.459919e+02  7.230846e-01  1.000000e+00  8.264534e-01  6.171249e-01 
 1.543038e+02  7.221862e-01  1.000000e+00  8.237647e-01  6.149394e-01 
