# Fractal dim =  1.000 
#           N     G/NpiR0^2            GC    Okuzumi+09     Paszun+09 
 2.721885e+05  3.691912e-01  1.000000e+00  4.007665e-01  2.450434e-01 
 2.876854e+05  3.681241e-01  1.000000e+00  4.000151e-01  2.436494e-01 
 3.040646e+05  3.670631e-01  1.000000e+00  3.992694e-01  2.422634e-01 
 3.213764e+05  3.660082e-01  1.000000e+00  3.985295e-01  2.408852e-01 
 3.396739e+05  3.649593e-01  1.000000e+00  3.977952e-01  2.395148e-01 
 3.590130e+05  3.639164e-01  1.000000e+00  3.970666e-01  2.381522e-01 
 3.794533e+05  3.628795e-01  1.000000e+00  3.963436e-01  2.367974e-01 
 4.010573e+05  3.618485e-01  1.000000e+00  3.956262e-01  2.354503e-01 
 4.238913e+05  3.608233e-01  1.000000e+00  3.949142e-01  2.341109e-01 
 4.480254e+05  3.598039e-01  1.000000e+00  3.942077e-01  2.327791e-01 
 4.735335e+05  3.587903e-01  1.000000e+00  3.935066e-01  2.314548e-01 
 5.004939e+05  3.577823e-01  1.000000e+00  3.928109e-01  2.301381e-01 
 5.289893e+05  3.567800e-01  1.000000e+00  3.921205e-01  2.288289e-01 
 5.591071e+05  3.557833e-01  1.000000e+00  3.914354e-01  2.275271e-01 
 5.909396e+05  3.547922e-01  1.000000e+00  3.907555e-01  2.262328e-01 
 6.245845e+05  3.538065e-01  1.000000e+00  3.900808e-01  2.249458e-01 
 6.601449e+05  3.528264e-01  1.000000e+00  3.894112e-01  2.236661e-01 
 6.977300e+05  3.518516e-01  1.000000e+00  3.887467e-01  2.223937e-01 
 7.374549e+05  3.508822e-01  1.000000e+00  3.880873e-01  2.211285e-01 
 7.794416e+05  3.499182e-01  1.000000e+00  3.874329e-01  2.198706e-01 
 8.238187e+05  3.489594e-01  1.000000e+00  3.867835e-01  2.186198e-01 
 8.707225e+05  3.480058e-01  1.000000e+00  3.861390e-01  2.173761e-01 
 9.202967e+05  3.470575e-01  1.000000e+00  3.854994e-01  2.161395e-01 
 9.726934e+05  3.461143e-01  1.000000e+00  3.848646e-01  2.149099e-01 
 1.028073e+06  3.451762e-01  1.000000e+00  3.842347e-01  2.136873e-01 
 1.086606e+06  3.442432e-01  1.000000e+00  3.836095e-01  2.124717e-01 
 1.148472e+06  3.433153e-01  1.000000e+00  3.829891e-01  2.112629e-01 
 1.213859e+06  3.423923e-01  1.000000e+00  3.823733e-01  2.100611e-01 
 1.282970e+06  3.414743e-01  1.000000e+00  3.817622e-01  2.088661e-01 
 1.356015e+06  3.405612e-01  1.000000e+00  3.811557e-01  2.076779e-01 
 1.433219e+06  3.396529e-01  1.000000e+00  3.805538e-01  2.064965e-01 
 1.514819e+06  3.387495e-01  1.000000e+00  3.799564e-01  2.053217e-01 
 1.601064e+06  3.378509e-01  1.000000e+00  3.793635e-01  2.041537e-01 
 1.692220e+06  3.369570e-01  1.000000e+00  3.787751e-01  2.029923e-01 
 1.788566e+06  3.360678e-01  1.000000e+00  3.781911e-01  2.018375e-01 
 1.890397e+06  3.351834e-01  1.000000e+00  3.776115e-01  2.006893e-01 
 1.998026e+06  3.343035e-01  1.000000e+00  3.770362e-01  1.995476e-01 
 2.111783e+06  3.334283e-01  1.000000e+00  3.764653e-01  1.984124e-01 
 2.232016e+06  3.325577e-01  1.000000e+00  3.758987e-01  1.972837e-01 
 2.359095e+06  3.316916e-01  1.000000e+00  3.753363e-01  1.961614e-01 
 2.493409e+06  3.308300e-01  1.000000e+00  3.747781e-01  1.950454e-01 
 2.635371e+06  3.299728e-01  1.000000e+00  3.742240e-01  1.939358e-01 
 2.785414e+06  3.291201e-01  1.000000e+00  3.736742e-01  1.928326e-01 
 2.944000e+06  3.282718e-01  1.000000e+00  3.731284e-01  1.917356e-01 
 3.111616e+06  3.274278e-01  1.000000e+00  3.725867e-01  1.906448e-01 
 3.288774e+06  3.265882e-01  1.000000e+00  3.720491e-01  1.895603e-01 
 3.476019e+06  3.257528e-01  1.000000e+00  3.715154e-01  1.884819e-01 
 3.673925e+06  3.249218e-01  1.000000e+00  3.709858e-01  1.874097e-01 
 3.883098e+06  3.240949e-01  1.000000e+00  3.704601e-01  1.863435e-01 
 4.104181e+06  3.232723e-01  1.000000e+00  3.699383e-01  1.852835e-01 
 4.337850e+06  3.224538e-01  1.000000e+00  3.694203e-01  1.842294e-01 
 4.584824e+06  3.216394e-01  1.000000e+00  3.689063e-01  1.831814e-01 
 4.845859e+06  3.208292e-01  1.000000e+00  3.683960e-01  1.821393e-01 
 5.121755e+06  3.200230e-01  1.000000e+00  3.678895e-01  1.811031e-01 
 5.413360e+06  3.192209e-01  1.000000e+00  3.673868e-01  1.800728e-01 
 5.721568e+06  3.184228e-01  1.000000e+00  3.668878e-01  1.790484e-01 
 6.047322e+06  3.176286e-01  1.000000e+00  3.663925e-01  1.780299e-01 
 6.391624e+06  3.168385e-01  1.000000e+00  3.659009e-01  1.770171e-01 
 6.755528e+06  3.160522e-01  1.000000e+00  3.654129e-01  1.760101e-01 
 7.140151e+06  3.152698e-01  1.000000e+00  3.649285e-01  1.750088e-01 
 7.546673e+06  3.144913e-01  1.000000e+00  3.644477e-01  1.740132e-01 
 7.976339e+06  3.137166e-01  1.000000e+00  3.639704e-01  1.730232e-01 
 8.430468e+06  3.129458e-01  1.000000e+00  3.634967e-01  1.720389e-01 
 8.910453e+06  3.121787e-01  1.000000e+00  3.630264e-01  1.710602e-01 
 9.417766e+06  3.114154e-01  1.000000e+00  3.625596e-01  1.700871e-01 
 9.953962e+06  3.106557e-01  1.000000e+00  3.620963e-01  1.691195e-01 
 1.052069e+07  3.098998e-01  1.000000e+00  3.616363e-01  1.681574e-01 
 1.111968e+07  3.091476e-01  1.000000e+00  3.611797e-01  1.672008e-01 
 1.175277e+07  3.083990e-01  1.000000e+00  3.607265e-01  1.662496e-01 
 1.242191e+07  3.076540e-01  1.000000e+00  3.602766e-01  1.653039e-01 
 1.312915e+07  3.069126e-01  1.000000e+00  3.598300e-01  1.643635e-01 
 1.387665e+07  3.061748e-01  1.000000e+00  3.593867e-01  1.634284e-01 
 1.466671e+07  3.054405e-01  1.000000e+00  3.589466e-01  1.624987e-01 
 1.550175e+07  3.047097e-01  1.000000e+00  3.585098e-01  1.615743e-01 
 1.638434e+07  3.039824e-01  1.000000e+00  3.580761e-01  1.606551e-01 
 1.731717e+07  3.032586e-01  1.000000e+00  3.576456e-01  1.597412e-01 
 1.830312e+07  3.025382e-01  1.000000e+00  3.572183e-01  1.588324e-01 
 1.934520e+07  3.018212e-01  1.000000e+00  3.567941e-01  1.579289e-01 
 2.044661e+07  3.011077e-01  1.000000e+00  3.563729e-01  1.570304e-01 
 2.161073e+07  3.003974e-01  1.000000e+00  3.559549e-01  1.561371e-01 
 2.284112e+07  2.996906e-01  1.000000e+00  3.555398e-01  1.552489e-01 
 2.414157e+07  2.989870e-01  1.000000e+00  3.551278e-01  1.543657e-01 
 2.551606e+07  2.982868e-01  1.000000e+00  3.547188e-01  1.534875e-01 
 2.696881e+07  2.975898e-01  1.000000e+00  3.543128e-01  1.526144e-01 
 2.850426e+07  2.968960e-01  1.000000e+00  3.539097e-01  1.517462e-01 
 3.012714e+07  2.962055e-01  1.000000e+00  3.535096e-01  1.508829e-01 
 3.184242e+07  2.955182e-01  1.000000e+00  3.531123e-01  1.500246e-01 
 3.365535e+07  2.948341e-01  1.000000e+00  3.527179e-01  1.491711e-01 
 3.557150e+07  2.941531e-01  1.000000e+00  3.523264e-01  1.483225e-01 
 3.759675e+07  2.934753e-01  1.000000e+00  3.519377e-01  1.474787e-01 
 3.973730e+07  2.928006e-01  1.000000e+00  3.515518e-01  1.466397e-01 
 4.199973e+07  2.921290e-01  1.000000e+00  3.511688e-01  1.458055e-01 
 4.439097e+07  2.914605e-01  1.000000e+00  3.507884e-01  1.449761e-01 
 4.691835e+07  2.907950e-01  1.000000e+00  3.504109e-01  1.441513e-01 
 4.958962e+07  2.901325e-01  1.000000e+00  3.500360e-01  1.433313e-01 
 5.241298e+07  2.894731e-01  1.000000e+00  3.496639e-01  1.425159e-01 
 5.539709e+07  2.888166e-01  1.000000e+00  3.492944e-01  1.417051e-01 
 5.855110e+07  2.881632e-01  1.000000e+00  3.489276e-01  1.408990e-01 
 6.188468e+07  2.875126e-01  1.000000e+00  3.485634e-01  1.400974e-01 
 6.540806e+07  2.868650e-01  1.000000e+00  3.482018e-01  1.393004e-01 
 6.913204e+07  2.862203e-01  1.000000e+00  3.478429e-01  1.385080e-01 
 7.306804e+07  2.855785e-01  1.000000e+00  3.474865e-01  1.377200e-01 
 7.722814e+07  2.849396e-01  1.000000e+00  3.471327e-01  1.369366e-01 
 8.162509e+07  2.843035e-01  1.000000e+00  3.467814e-01  1.361576e-01 
 8.627237e+07  2.836703e-01  1.000000e+00  3.464326e-01  1.353830e-01 
 9.118425e+07  2.830399e-01  1.000000e+00  3.460863e-01  1.346128e-01 
 9.637579e+07  2.824123e-01  1.000000e+00  3.457425e-01  1.338470e-01 
 1.018629e+08  2.817874e-01  1.000000e+00  3.454012e-01  1.330856e-01 
 1.076624e+08  2.811653e-01  1.000000e+00  3.450623e-01  1.323285e-01 
 1.137921e+08  2.805460e-01  1.000000e+00  3.447258e-01  1.315757e-01 
 1.202708e+08  2.799293e-01  1.000000e+00  3.443917e-01  1.308272e-01 
 1.271184e+08  2.793154e-01  1.000000e+00  3.440600e-01  1.300829e-01 
 1.343558e+08  2.787042e-01  1.000000e+00  3.437307e-01  1.293429e-01 
 1.420053e+08  2.780956e-01  1.000000e+00  3.434037e-01  1.286071e-01 
 1.500903e+08  2.774897e-01  1.000000e+00  3.430790e-01  1.278755e-01 
 1.586357e+08  2.768864e-01  1.000000e+00  3.427566e-01  1.271480e-01 
 1.676675e+08  2.762857e-01  1.000000e+00  3.424365e-01  1.264247e-01 
 1.772136e+08  2.756877e-01  1.000000e+00  3.421187e-01  1.257055e-01 
 1.873032e+08  2.750922e-01  1.000000e+00  3.418032e-01  1.249904e-01 
 1.979672e+08  2.744993e-01  1.000000e+00  3.414899e-01  1.242793e-01 
 2.092383e+08  2.739089e-01  1.000000e+00  3.411788e-01  1.235723e-01 
 2.211512e+08  2.733211e-01  1.000000e+00  3.408699e-01  1.228693e-01 
 2.337424e+08  2.727358e-01  1.000000e+00  3.405632e-01  1.221703e-01 
 2.470504e+08  2.721530e-01  1.000000e+00  3.402586e-01  1.214753e-01 
 2.611161e+08  2.715727e-01  1.000000e+00  3.399562e-01  1.207843e-01 
 2.759826e+08  2.709948e-01  1.000000e+00  3.396560e-01  1.200972e-01 
 2.916956e+08  2.704194e-01  1.000000e+00  3.393578e-01  1.194140e-01 
 3.083031e+08  2.698464e-01  1.000000e+00  3.390618e-01  1.187346e-01 
 3.258562e+08  2.692759e-01  1.000000e+00  3.387679e-01  1.180592e-01 
 3.444087e+08  2.687078e-01  1.000000e+00  3.384760e-01  1.173875e-01 
 3.640175e+08  2.681420e-01  1.000000e+00  3.381861e-01  1.167197e-01 
 3.847427e+08  2.675787e-01  1.000000e+00  3.378983e-01  1.160557e-01 
 4.066478e+08  2.670177e-01  1.000000e+00  3.376126e-01  1.153955e-01 
 4.298001e+08  2.664590e-01  1.000000e+00  3.373288e-01  1.147391e-01 
 4.542706e+08  2.659027e-01  1.000000e+00  3.370470e-01  1.140863e-01 
 4.801343e+08  2.653487e-01  1.000000e+00  3.367672e-01  1.134373e-01 
 5.074705e+08  2.647970e-01  1.000000e+00  3.364894e-01  1.127920e-01 
 5.363631e+08  2.642476e-01  1.000000e+00  3.362135e-01  1.121503e-01 
 5.669007e+08  2.637005e-01  1.000000e+00  3.359395e-01  1.115123e-01 
 5.991770e+08  2.631556e-01  1.000000e+00  3.356674e-01  1.108780e-01 
 6.332908e+08  2.626130e-01  1.000000e+00  3.353973e-01  1.102472e-01 
 6.693470e+08  2.620726e-01  1.000000e+00  3.351290e-01  1.096200e-01 
 7.074559e+08  2.615344e-01  1.000000e+00  3.348626e-01  1.089964e-01 
 7.477346e+08  2.609984e-01  1.000000e+00  3.345980e-01  1.083763e-01 
 7.903066e+08  2.604646e-01  1.000000e+00  3.343353e-01  1.077598e-01 
 8.353023e+08  2.599331e-01  1.000000e+00  3.340744e-01  1.071468e-01 
 8.828599e+08  2.594036e-01  1.000000e+00  3.338154e-01  1.065372e-01 
 9.331251e+08  2.588763e-01  1.000000e+00  3.335581e-01  1.059312e-01 
 9.862522e+08  2.583512e-01  1.000000e+00  3.333026e-01  1.053285e-01 
 1.042404e+09  2.578282e-01  1.000000e+00  3.330489e-01  1.047293e-01 
 1.101753e+09  2.573073e-01  1.000000e+00  3.327969e-01  1.041336e-01 
 1.164481e+09  2.567885e-01  1.000000e+00  3.325467e-01  1.035412e-01 
 1.230780e+09  2.562718e-01  1.000000e+00  3.322983e-01  1.029521e-01 
 1.300854e+09  2.557571e-01  1.000000e+00  3.320515e-01  1.023664e-01 
 1.374917e+09  2.552446e-01  1.000000e+00  3.318064e-01  1.017841e-01 
 1.453198e+09  2.547341e-01  1.000000e+00  3.315631e-01  1.012051e-01 
 1.535935e+09  2.542256e-01  1.000000e+00  3.313214e-01  1.006293e-01 
 1.623382e+09  2.537191e-01  1.000000e+00  3.310814e-01  1.000569e-01 
 1.715809e+09  2.532147e-01  1.000000e+00  3.308430e-01  9.948766e-02 
 1.813498e+09  2.527122e-01  1.000000e+00  3.306063e-01  9.892169e-02 
 1.916748e+09  2.522118e-01  1.000000e+00  3.303712e-01  9.835895e-02 
 2.025878e+09  2.517133e-01  1.000000e+00  3.301377e-01  9.779940e-02 
 2.141220e+09  2.512168e-01  1.000000e+00  3.299058e-01  9.724303e-02 
 2.263130e+09  2.507222e-01  1.000000e+00  3.296756e-01  9.668983e-02 
 2.391980e+09  2.502296e-01  1.000000e+00  3.294469e-01  9.613978e-02 
 2.528166e+09  2.497389e-01  1.000000e+00  3.292197e-01  9.559286e-02 
 2.672106e+09  2.492502e-01  1.000000e+00  3.289941e-01  9.504905e-02 
 2.824241e+09  2.487633e-01  1.000000e+00  3.287701e-01  9.450833e-02 
 2.985038e+09  2.482784e-01  1.000000e+00  3.285476e-01  9.397069e-02 
 3.154990e+09  2.477953e-01  1.000000e+00  3.283266e-01  9.343610e-02 
 3.334618e+09  2.473141e-01  1.000000e+00  3.281071e-01  9.290456e-02 
 3.524473e+09  2.468348e-01  1.000000e+00  3.278891e-01  9.237604e-02 
 3.725137e+09  2.463574e-01  1.000000e+00  3.276727e-01  9.185053e-02 
 3.937226e+09  2.458817e-01  1.000000e+00  3.274576e-01  9.132801e-02 
 4.161391e+09  2.454079e-01  1.000000e+00  3.272441e-01  9.080846e-02 
 4.398317e+09  2.449360e-01  1.000000e+00  3.270320e-01  9.029186e-02 
 4.648734e+09  2.444658e-01  1.000000e+00  3.268213e-01  8.977821e-02 
 4.913407e+09  2.439975e-01  1.000000e+00  3.266121e-01  8.926748e-02 
 5.193150e+09  2.435309e-01  1.000000e+00  3.264043e-01  8.875965e-02 
 5.488820e+09  2.430661e-01  1.000000e+00  3.261979e-01  8.825471e-02 
 5.801323e+09  2.426031e-01  1.000000e+00  3.259928e-01  8.775264e-02 
 6.131619e+09  2.421419e-01  1.000000e+00  3.257892e-01  8.725343e-02 
 6.480720e+09  2.416824e-01  1.000000e+00  3.255870e-01  8.675706e-02 
 6.849697e+09  2.412246e-01  1.000000e+00  3.253861e-01  8.626352e-02 
 7.239681e+09  2.407686e-01  1.000000e+00  3.251866e-01  8.577278e-02 
 7.651869e+09  2.403143e-01  1.000000e+00  3.249884e-01  8.528483e-02 
 8.087525e+09  2.398617e-01  1.000000e+00  3.247916e-01  8.479966e-02 
 8.547985e+09  2.394108e-01  1.000000e+00  3.245961e-01  8.431725e-02 
 9.034660e+09  2.389616e-01  1.000000e+00  3.244019e-01  8.383758e-02 
 9.549045e+09  2.385140e-01  1.000000e+00  3.242090e-01  8.336064e-02 
 1.009272e+10  2.380682e-01  1.000000e+00  3.240174e-01  8.288642e-02 
 1.066734e+10  2.376240e-01  1.000000e+00  3.238271e-01  8.241489e-02 
 1.127468e+10  2.371815e-01  1.000000e+00  3.236381e-01  8.194605e-02 
 1.191660e+10  2.367406e-01  1.000000e+00  3.234503e-01  8.147987e-02 
 1.259506e+10  2.363013e-01  1.000000e+00  3.232638e-01  8.101635e-02 
 1.331216e+10  2.358637e-01  1.000000e+00  3.230785e-01  8.055546e-02 
 1.407008e+10  2.354277e-01  1.000000e+00  3.228945e-01  8.009719e-02 
 1.487115e+10  2.349933e-01  1.000000e+00  3.227117e-01  7.964153e-02 
 1.571784e+10  2.345605e-01  1.000000e+00  3.225302e-01  7.918846e-02 
 1.661273e+10  2.341293e-01  1.000000e+00  3.223498e-01  7.873797e-02 
 1.755856e+10  2.336997e-01  1.000000e+00  3.221707e-01  7.829005e-02 
 1.855825e+10  2.332717e-01  1.000000e+00  3.219927e-01  7.784467e-02 
 1.961486e+10  2.328452e-01  1.000000e+00  3.218159e-01  7.740182e-02 
 2.073162e+10  2.324203e-01  1.000000e+00  3.216403e-01  7.696150e-02 
 2.191197e+10  2.319969e-01  1.000000e+00  3.214659e-01  7.652368e-02 
 2.315951e+10  2.315750e-01  1.000000e+00  3.212926e-01  7.608835e-02 
 2.447809e+10  2.311547e-01  1.000000e+00  3.211205e-01  7.565549e-02 
 2.587174e+10  2.307359e-01  1.000000e+00  3.209495e-01  7.522510e-02 
 2.734474e+10  2.303187e-01  1.000000e+00  3.207797e-01  7.479716e-02 
 2.890160e+10  2.299029e-01  1.000000e+00  3.206110e-01  7.437165e-02 
 3.054710e+10  2.294887e-01  1.000000e+00  3.204433e-01  7.394856e-02 
 3.228628e+10  2.290759e-01  1.000000e+00  3.202768e-01  7.352788e-02 
 3.412449e+10  2.286646e-01  1.000000e+00  3.201114e-01  7.310959e-02 
 3.606735e+10  2.282548e-01  1.000000e+00  3.199471e-01  7.269368e-02 
 3.812083e+10  2.278464e-01  1.000000e+00  3.197839e-01  7.228014e-02 
 4.029122e+10  2.274395e-01  1.000000e+00  3.196217e-01  7.186895e-02 
 4.258518e+10  2.270341e-01  1.000000e+00  3.194607e-01  7.146010e-02 
 4.500975e+10  2.266301e-01  1.000000e+00  3.193006e-01  7.105358e-02 
 4.757236e+10  2.262275e-01  1.000000e+00  3.191416e-01  7.064937e-02 
 5.028087e+10  2.258264e-01  1.000000e+00  3.189837e-01  7.024745e-02 
 5.314359e+10  2.254267e-01  1.000000e+00  3.188268e-01  6.984783e-02 
 5.616930e+10  2.250284e-01  1.000000e+00  3.186709e-01  6.945048e-02 
 5.936727e+10  2.246315e-01  1.000000e+00  3.185161e-01  6.905538e-02 
 6.274732e+10  2.242360e-01  1.000000e+00  3.183622e-01  6.866254e-02 
 6.631981e+10  2.238419e-01  1.000000e+00  3.182094e-01  6.827193e-02 
 7.009570e+10  2.234491e-01  1.000000e+00  3.180576e-01  6.788354e-02 
 7.408657e+10  2.230578e-01  1.000000e+00  3.179067e-01  6.749736e-02 
 7.830465e+10  2.226678e-01  1.000000e+00  3.177569e-01  6.711338e-02 
 8.276289e+10  2.222792e-01  1.000000e+00  3.176080e-01  6.673159e-02 
 8.747496e+10  2.218919e-01  1.000000e+00  3.174601e-01  6.635196e-02 
 9.245531e+10  2.215060e-01  1.000000e+00  3.173131e-01  6.597450e-02 
 9.771921e+10  2.211214e-01  1.000000e+00  3.171671e-01  6.559918e-02 
 1.032828e+11  2.207382e-01  1.000000e+00  3.170221e-01  6.522599e-02 
 1.091632e+11  2.203562e-01  1.000000e+00  3.168780e-01  6.485494e-02 
 1.153783e+11  2.199756e-01  1.000000e+00  3.167348e-01  6.448599e-02 
 1.219473e+11  2.195963e-01  1.000000e+00  3.165925e-01  6.411914e-02 
 1.288904e+11  2.192184e-01  1.000000e+00  3.164512e-01  6.375437e-02 
 1.362287e+11  2.188417e-01  1.000000e+00  3.163108e-01  6.339169e-02 
 1.439848e+11  2.184663e-01  1.000000e+00  3.161713e-01  6.303106e-02 
 1.521825e+11  2.180922e-01  1.000000e+00  3.160327e-01  6.267249e-02 
 1.608469e+11  2.177193e-01  1.000000e+00  3.158949e-01  6.231595e-02 
 1.700047e+11  2.173478e-01  1.000000e+00  3.157581e-01  6.196145e-02 
 1.796838e+11  2.169775e-01  1.000000e+00  3.156221e-01  6.160896e-02 
 1.899141e+11  2.166085e-01  1.000000e+00  3.154871e-01  6.125848e-02 
 2.007267e+11  2.162407e-01  1.000000e+00  3.153529e-01  6.090999e-02 
 2.121550e+11  2.158742e-01  1.000000e+00  3.152195e-01  6.056348e-02 
 2.242340e+11  2.155089e-01  1.000000e+00  3.150870e-01  6.021895e-02 
 2.370006e+11  2.151448e-01  1.000000e+00  3.149554e-01  5.987637e-02 
 2.504942e+11  2.147820e-01  1.000000e+00  3.148246e-01  5.953574e-02 
 2.647559e+11  2.144204e-01  1.000000e+00  3.146946e-01  5.919706e-02 
 2.798297e+11  2.140600e-01  1.000000e+00  3.145655e-01  5.886029e-02 
 2.957617e+11  2.137008e-01  1.000000e+00  3.144372e-01  5.852545e-02 
 3.126007e+11  2.133428e-01  1.000000e+00  3.143097e-01  5.819251e-02 
 3.303985e+11  2.129861e-01  1.000000e+00  3.141830e-01  5.786146e-02 
 3.492096e+11  2.126305e-01  1.000000e+00  3.140571e-01  5.753229e-02 
 3.690917e+11  2.122761e-01  1.000000e+00  3.139320e-01  5.720500e-02 
 3.901058e+11  2.119228e-01  1.000000e+00  3.138077e-01  5.687957e-02 
 4.123163e+11  2.115708e-01  1.000000e+00  3.136843e-01  5.655599e-02 
 4.357913e+11  2.112199e-01  1.000000e+00  3.135615e-01  5.623426e-02 
 4.606029e+11  2.108702e-01  1.000000e+00  3.134396e-01  5.591435e-02 
 4.868271e+11  2.105216e-01  1.000000e+00  3.133185e-01  5.559626e-02 
 5.145444e+11  2.101742e-01  1.000000e+00  3.131981e-01  5.527998e-02 
 5.438397e+11  2.098279e-01  1.000000e+00  3.130784e-01  5.496551e-02 
 5.748030e+11  2.094828e-01  1.000000e+00  3.129596e-01  5.465282e-02 
 6.075292e+11  2.091388e-01  1.000000e+00  3.128414e-01  5.434191e-02 
 6.421186e+11  2.087959e-01  1.000000e+00  3.127240e-01  5.403276e-02 
 6.786773e+11  2.084542e-01  1.000000e+00  3.126074e-01  5.372538e-02 
 7.173175e+11  2.081136e-01  1.000000e+00  3.124915e-01  5.341975e-02 
 7.581576e+11  2.077741e-01  1.000000e+00  3.123763e-01  5.311585e-02 
 8.013230e+11  2.074356e-01  1.000000e+00  3.122618e-01  5.281368e-02 
 8.469460e+11  2.070983e-01  1.000000e+00  3.121481e-01  5.251323e-02 
 8.951665e+11  2.067621e-01  1.000000e+00  3.120351e-01  5.221450e-02 
 9.461324e+11  2.064270e-01  1.000000e+00  3.119228e-01  5.191746e-02 
 1.000000e+12  2.060929e-01  1.000000e+00  3.118111e-01  5.162211e-02 

# Fractal dim =  2.100 
#           N     G/NpiR0^2            GC    Okuzumi+09     Paszun+09 
 1.000000e+00  9.957378e-01  1.000000e+00  1.000000e+00  8.953176e-01 
 1.056935e+00  9.911811e-01  1.000000e+00  1.000000e+00  8.900109e-01 
 1.117111e+00  9.865809e-01  1.000000e+00  1.000000e+00  8.847357e-01 
 1.180713e+00  9.819382e-01  1.000000e+00  1.000000e+00  8.794918e-01 
 1.247936e+00  9.772542e-01  1.000000e+00  1.000000e+00  8.742789e-01 
 1.318987e+00  9.725299e-01  1.000000e+00  1.000000e+00  8.690969e-01 
 1.394083e+00  9.677665e-01  1.000000e+00  1.000000e+00  8.639456e-01 
 1.473454e+00  9.629652e-01  1.000000e+00  9.954404e-01  8.588249e-01 
 1.557345e+00  9.581269e-01  1.000000e+00  9.870349e-01  8.537345e-01 
 1.646012e+00  9.532529e-01  1.000000e+00  9.786825e-01  8.486743e-01 
 1.739726e+00  9.483442e-01  1.000000e+00  9.703833e-01  8.436441e-01 
 1.838777e+00  9.434019e-01  1.000000e+00  9.621375e-01  8.386437e-01 
 1.943467e+00  9.384270e-01  1.000000e+00  9.539451e-01  8.336729e-01 
 2.054117e+00  9.334208e-01  1.000000e+00  9.458062e-01  8.287316e-01 
 2.171068e+00  9.283842e-01  1.000000e+00  9.377206e-01  8.238196e-01 
 2.294676e+00  9.233184e-01  1.000000e+00  9.296886e-01  8.189367e-01 
 2.425323e+00  9.182243e-01  1.000000e+00  9.217099e-01  8.140827e-01 
 2.563407e+00  9.131031e-01  1.000000e+00  9.137846e-01  8.092575e-01 
 2.709354e+00  9.079558e-01  1.000000e+00  9.059127e-01  8.044610e-01 
 2.863610e+00  9.027834e-01  1.000000e+00  8.980941e-01  7.996928e-01 
 3.026648e+00  8.975869e-01  1.000000e+00  8.903286e-01  7.949529e-01 
 3.198969e+00  8.923675e-01  1.000000e+00  8.826163e-01  7.902411e-01 
 3.381101e+00  8.871261e-01  1.000000e+00  8.749569e-01  7.855572e-01 
 3.573602e+00  8.818637e-01  1.000000e+00  8.673505e-01  7.809011e-01 
 3.777064e+00  8.765813e-01  1.000000e+00  8.597968e-01  7.762726e-01 
 3.992109e+00  8.712799e-01  1.000000e+00  8.522957e-01  7.716715e-01 
 4.219398e+00  8.659605e-01  1.000000e+00  8.448470e-01  7.670977e-01 
 4.459628e+00  8.606242e-01  1.000000e+00  8.374507e-01  7.625510e-01 
 4.713535e+00  8.552717e-01  1.000000e+00  8.301065e-01  7.580312e-01 
 4.981898e+00  8.499042e-01  1.000000e+00  8.228143e-01  7.535383e-01 
 5.265540e+00  8.445225e-01  1.000000e+00  8.155738e-01  7.490719e-01 
 5.565331e+00  8.391276e-01  1.000000e+00  8.083850e-01  7.446321e-01 
 5.882190e+00  8.337204e-01  1.000000e+00  8.012475e-01  7.402185e-01 
 6.217090e+00  8.283019e-01  1.000000e+00  7.941612e-01  7.358311e-01 
 6.571058e+00  8.228729e-01  1.000000e+00  7.871259e-01  7.314698e-01 
 6.945178e+00  8.174343e-01  1.000000e+00  7.801413e-01  7.271342e-01 
 7.340598e+00  8.119871e-01  1.000000e+00  7.732073e-01  7.228244e-01 
 7.758532e+00  8.065321e-01  1.000000e+00  7.663235e-01  7.185401e-01 
 8.200261e+00  8.015775e-01  1.000000e+00  7.594898e-01  7.142812e-01 
 8.667139e+00  7.972298e-01  1.000000e+00  7.527060e-01  7.100476e-01 
 9.160598e+00  7.928579e-01  1.000000e+00  7.459717e-01  7.058390e-01 
 9.682153e+00  7.884662e-01  1.000000e+00  7.392868e-01  7.016554e-01 
 1.023340e+01  7.840590e-01  1.000000e+00  7.326510e-01  6.974966e-01 
 1.081604e+01  7.796403e-01  1.000000e+00  7.260640e-01  6.933624e-01 
 1.143184e+01  7.752139e-01  1.000000e+00  7.195256e-01  6.892528e-01 
 1.208271e+01  7.707833e-01  1.000000e+00  7.130356e-01  6.851674e-01 
 1.277063e+01  7.663518e-01  1.000000e+00  7.065936e-01  6.811064e-01 
 1.349772e+01  7.619226e-01  1.000000e+00  7.001995e-01  6.770693e-01 
 1.426621e+01  7.574985e-01  1.000000e+00  6.938528e-01  6.730563e-01 
 1.507845e+01  7.530822e-01  1.000000e+00  6.875535e-01  6.690669e-01 
 1.593694e+01  7.486762e-01  1.000000e+00  6.813012e-01  6.651013e-01 
 1.684430e+01  7.442827e-01  1.000000e+00  6.798093e-01  6.611591e-01 
 1.780332e+01  7.399040e-01  1.000000e+00  6.758111e-01  6.572403e-01 
 1.881694e+01  7.355418e-01  1.000000e+00  6.718589e-01  6.533448e-01 
 1.988828e+01  7.311981e-01  1.000000e+00  6.679521e-01  6.494723e-01 
 2.102061e+01  7.268743e-01  1.000000e+00  6.640898e-01  6.456228e-01 
 2.221741e+01  7.225720e-01  1.000000e+00  6.602715e-01  6.417961e-01 
