#           N         Chain          BCCA          BPCA
 1.788566e+06  1.186582e+00  3.538441e+00  1.106926e+01
 1.890397e+06  1.186590e+00  3.556556e+00  1.116889e+01
 1.998026e+06  1.186598e+00  3.574823e+00  1.126852e+01
 2.111783e+06  1.186605e+00  3.593243e+00  1.136813e+01
 2.232016e+06  1.186612e+00  3.611815e+00  1.146773e+01
 2.359095e+06  1.186619e+00  3.630539e+00  1.156731e+01
 2.493409e+06  1.186626e+00  3.649416e+00  1.166686e+01
 2.635371e+06  1.186632e+00  3.668444e+00  1.176637e+01
 2.785414e+06  1.186638e+00  3.687623e+00  1.186585e+01
 2.944000e+06  1.186644e+00  3.706954e+00  1.196530e+01
 3.111616e+06  1.186650e+00  3.726436e+00  1.206469e+01
 3.288774e+06  1.186655e+00  3.746069e+00  1.216404e+01
 3.476019e+06  1.186660e+00  3.765852e+00  1.226333e+01
 3.673925e+06  1.186665e+00  3.785785e+00  1.236257e+01
 3.883098e+06  1.186670e+00  3.805868e+00  1.246175e+01
 4.104181e+06  1.186675e+00  3.826100e+00  1.256086e+01
 4.337850e+06  1.186680e+00  3.846480e+00  1.265990e+01
 4.584824e+06  1.186684e+00  3.867010e+00  1.275888e+01
 4.845859e+06  1.186688e+00  3.887687e+00  1.285777e+01
 5.121755e+06  1.186693e+00  3.908511e+00  1.295659e+01
 5.413360e+06  1.186697e+00  3.929482e+00  1.305533e+01
 5.721568e+06  1.186701e+00  3.950600e+00  1.315398e+01
 6.047322e+06  1.186705e+00  3.971863e+00  1.325255e+01
 6.391624e+06  1.186708e+00  3.993272e+00  1.335102e+01
 6.755528e+06  1.186712e+00  4.014825e+00  1.344940e+01
 7.140151e+06  1.186715e+00  4.036523e+00  1.354769e+01
 7.546673e+06  1.186719e+00  4.058363e+00  1.364587e+01
 7.976339e+06  1.186722e+00  4.080347e+00  1.374396e+01
 8.430468e+06  1.186725e+00  4.102473e+00  1.384194e+01
 8.910453e+06  1.186729e+00  4.124740e+00  1.393981e+01
 9.417766e+06  1.186732e+00  4.147148e+00  1.403757e+01
 9.953962e+06  1.186735e+00  4.169696e+00  1.413523e+01
 1.052069e+07  1.186738e+00  4.192384e+00  1.423277e+01
 1.111968e+07  1.186741e+00  4.215210e+00  1.433019e+01
 1.175277e+07  1.186744e+00  4.238174e+00  1.442750e+01
 1.242191e+07  1.186746e+00  4.261275e+00  1.452469e+01
 1.312915e+07  1.186749e+00  4.284513e+00  1.462175e+01
 1.387665e+07  1.186752e+00  4.307886e+00  1.471870e+01
 1.466671e+07  1.186755e+00  4.331393e+00  1.481551e+01
 1.550175e+07  1.186757e+00  4.355035e+00  1.491221e+01
 1.638434e+07  1.186760e+00  4.378810e+00  1.500877e+01
 1.731717e+07  1.186762e+00  4.402718e+00  1.510520e+01
 1.830312e+07  1.186765e+00  4.426756e+00  1.520151e+01
 1.934520e+07  1.186767e+00  4.450926e+00  1.529768e+01
 2.044661e+07  1.186770e+00  4.475225e+00  1.539371e+01
 2.161073e+07  1.186772e+00  4.499653e+00  1.548961e+01
 2.284112e+07  1.186775e+00  4.524209e+00  1.558538e+01
 2.414157e+07  1.186777e+00  4.548892e+00  1.568100e+01
 2.551606e+07  1.186779e+00  4.573701e+00  1.577649e+01
 2.696881e+07  1.186782e+00  4.598635e+00  1.587184e+01
 2.850426e+07  1.186784e+00  4.623694e+00  1.596704e+01
 3.012714e+07  1.186786e+00  4.648876e+00  1.606211e+01
 3.184242e+07  1.186788e+00  4.674181e+00  1.615703e+01
 3.365535e+07  1.186791e+00  4.699607e+00  1.625180e+01
 3.557150e+07  1.186793e+00  4.725154e+00  1.634643e+01
 3.759675e+07  1.186795e+00  4.750820e+00  1.644092e+01
 3.973730e+07  1.186797e+00  4.776605e+00  1.653526e+01
 4.199973e+07  1.186799e+00  4.802507e+00  1.662945e+01
 4.439097e+07  1.186802e+00  4.828527e+00  1.672349e+01
 4.691835e+07  1.186804e+00  4.854662e+00  1.681739e+01
 4.958962e+07  1.186806e+00  4.880911e+00  1.691113e+01
 5.241298e+07  1.186808e+00  4.907274e+00  1.700473e+01
 5.539709e+07  1.186810e+00  4.933750e+00  1.709817e+01
 5.855110e+07  1.186812e+00  4.960338e+00  1.719147e+01
 6.188468e+07  1.186814e+00  4.987036e+00  1.728461e+01
 6.540806e+07  1.186816e+00  5.013844e+00  1.737760e+01
 6.913204e+07  1.186818e+00  5.040761e+00  1.747044e+01
 7.306804e+07  1.186820e+00  5.067785e+00  1.756313e+01
 7.722814e+07  1.186823e+00  5.094916e+00  1.765566e+01
 8.162509e+07  1.186825e+00  5.122152e+00  1.774804e+01
 8.627237e+07  1.186827e+00  5.149492e+00  1.784027e+01
 9.118425e+07  1.186829e+00  5.176936e+00  1.793235e+01
 9.637579e+07  1.186831e+00  5.204483e+00  1.802426e+01
 1.018629e+08  1.186833e+00  5.232131e+00  1.811603e+01
 1.076624e+08  1.186835e+00  5.259879e+00  1.820764e+01
 1.137921e+08  1.186837e+00  5.287726e+00  1.829910e+01
 1.202708e+08  1.186839e+00  5.315672e+00  1.839040e+01
 1.271184e+08  1.186841e+00  5.343714e+00  1.848155e+01
 1.343558e+08  1.186843e+00  5.371853e+00  1.857254e+01
 1.420053e+08  1.186845e+00  5.400087e+00  1.866338e+01
 1.500903e+08  1.186847e+00  5.428414e+00  1.875407e+01
 1.586357e+08  1.186849e+00  5.456835e+00  1.884460e+01
 1.676675e+08  1.186851e+00  5.485347e+00  1.893497e+01
 1.772136e+08  1.186853e+00  5.513950e+00  1.902519e+01
 1.873032e+08  1.186855e+00  5.542643e+00  1.911526e+01
 1.979672e+08  1.186857e+00  5.571424e+00  1.920517e+01
