#           N         Chain          BCCA          BPCA
 1.132683e+03  8.290729e-01  5.544575e-01  3.558942e-01
 1.197171e+03  8.290555e-01  5.527431e-01  3.513629e-01
 1.265332e+03  8.290390e-01  5.510444e-01  3.468643e-01
 1.337373e+03  8.290233e-01  5.493613e-01  3.423989e-01
 1.413516e+03  8.290086e-01  5.476934e-01  3.379670e-01
 1.493993e+03  8.289946e-01  5.460406e-01  3.335691e-01
 1.579053e+03  8.289814e-01  5.444027e-01  3.292054e-01
 1.668956e+03  8.289689e-01  5.427794e-01  3.248764e-01
 1.763977e+03  8.289570e-01  5.411707e-01  3.205822e-01
 1.864409e+03  8.289458e-01  5.395763e-01  3.163233e-01
 1.970558e+03  8.289352e-01  5.379960e-01  3.120999e-01
 2.082751e+03  8.289252e-01  5.364296e-01  3.079122e-01
 2.201331e+03  8.289157e-01  5.348769e-01  3.037606e-01
 2.326663e+03  8.289067e-01  5.333378e-01  2.996452e-01
 2.459130e+03  8.288982e-01  5.318122e-01  2.955663e-01
 2.599140e+03  8.288901e-01  5.302997e-01  2.915240e-01
 2.747121e+03  8.288825e-01  5.288003e-01  2.875186e-01
 2.903527e+03  8.288753e-01  5.273138e-01  2.835502e-01
 3.068838e+03  8.288685e-01  5.258400e-01  2.796190e-01
 3.243561e+03  8.288621e-01  5.243788e-01  2.757250e-01
 3.428231e+03  8.288560e-01  5.229300e-01  2.718686e-01
 3.623416e+03  8.288502e-01  5.214935e-01  2.680496e-01
 3.829714e+03  8.288447e-01  5.200690e-01  2.642683e-01
 4.047757e+03  8.288396e-01  5.186565e-01  2.605247e-01
 4.278214e+03  8.288347e-01  5.172558e-01  2.568189e-01
 4.521792e+03  8.288300e-01  5.158668e-01  2.531509e-01
 4.779239e+03  8.288257e-01  5.144893e-01  2.495208e-01
 5.051342e+03  8.288215e-01  5.131232e-01  2.459286e-01
 5.338938e+03  8.288176e-01  5.117684e-01  2.423743e-01
 5.642908e+03  8.288139e-01  5.104246e-01  2.388578e-01
 5.964185e+03  8.288104e-01  5.090918e-01  2.353793e-01
 6.303753e+03  8.288070e-01  5.077699e-01  2.319386e-01
 6.662655e+03  8.288039e-01  5.064587e-01  2.285358e-01
 7.041990e+03  8.288009e-01  5.051581e-01  2.251707e-01
 7.442922e+03  8.287981e-01  5.038679e-01  2.218433e-01
 7.866682e+03  8.287954e-01  5.025881e-01  2.185536e-01
 8.314568e+03  8.287929e-01  5.013186e-01  2.153014e-01
 8.787954e+03  8.287905e-01  5.000591e-01  2.120866e-01
 9.288292e+03  8.287883e-01  4.988096e-01  2.089092e-01
 9.817117e+03  8.287861e-01  4.975700e-01  2.057690e-01
 1.037605e+04  8.287841e-01  4.963402e-01  2.026660e-01
 1.096681e+04  8.287822e-01  4.951200e-01  1.995999e-01
 1.159120e+04  8.287804e-01  4.939094e-01  1.965706e-01
 1.225114e+04  8.287787e-01  4.927082e-01  1.935780e-01
 1.294865e+04  8.287771e-01  4.915163e-01  1.906219e-01
 1.368587e+04  8.287755e-01  4.903336e-01  1.877021e-01
 1.446507e+04  8.287741e-01  4.891601e-01  1.848185e-01
 1.528864e+04  8.287727e-01  4.879956e-01  1.819709e-01
 1.615909e+04  8.287714e-01  4.868400e-01  1.791591e-01
 1.707910e+04  8.287702e-01  4.856933e-01  1.763828e-01
 1.805149e+04  8.287690e-01  4.845552e-01  1.736419e-01
 1.907924e+04  8.287679e-01  4.834258e-01  1.709362e-01
 2.016551e+04  8.287668e-01  4.823050e-01  1.682654e-01
 2.131362e+04  8.287658e-01  4.811925e-01  1.656293e-01
